1914	09	20	AR	BR	3	0	F		11	1950	1889	0	−	5	7
1990	03	28	EN	BR	1	0	F		9	1953	1999	+1	0	6	2
1990	05	05	BR	BG	2	1	F		2	2001	1719	0	0	2	31
1990	05	13	BR	DD	3	3	F		-8	1993	1763	0	+2	2	24
1990	06	10	BR	SE	2	1	WC	IT	26	2019	1925	0	−3	3	8
1990	06	16	BR	CR	1	0	WC	IT	6	2025	1646	0	−2	2	42
1990	06	20	BR	SQ	1	0	WC	IT	10	2035	1735	0	−2	1	29
1990	06	24	AR	BR	1	0	WC	IT	47	1867	1988	+2	−2	16	3
1990	09	12	ES	BR	3	0	F		15	1951	1973	0	−1	6	4
1990	10	17	CL	BR	0	0	TXR		4	1783	1969	−2	0	21	4
1990	11	08	BR	CL	0	0	TXR		-10	1959	1793	0	0	4	21
1990	12	12	BR	MX	0	0	F	US	-2	1957	1886	0	+1	5	11
1991	02	27	BR	PY	1	1	F		-7	1950	1750	0	+4	5	27
1991	03	27	AR	BR	3	3	F		-1	1877	1951	0	0	14	5
1991	05	28	BR	BG	3	0	F		5	1956	1729	+2	0	4	31
1991	06	27	BR	AR	1	1	F		-4	1952	1896	0	0	4	10
1991	07	09	BR	BO	2	1	CA	CL	5	1957	1578	0	−1	4	55
1991	07	11	BR	UY	1	1	CA	CL	-10	1947	1821	−2	0	6	18
1991	07	13	CO	BR	2	0	CA	CL	55	1828	1892	+8	−3	17	10
1991	07	15	BR	EC	3	1	CA	CL	17	1909	1665	0	−2	10	38
1991	07	17	AR	BR	3	2	CA	CL	22	1978	1887	0	−2	4	12
1991	07	19	BR	CO	2	0	CA	CL	29	1916	1780	+2	−4	10	24
1991	07	21	CL	BR	0	2	CA		-36	1770	1952	−4	+5	24	5
1991	09	11	WA	BR	1	0	F		12	1805	1940	+2	0	19	6
1991	10	30	BR	YU	3	1	F		11	1951	1929	+1	−1	6	8
1991	12	18	BR	CS	2	1	F		6	1957	1878	0	−1	7	13
1992	02	26	BR	US	3	0	F		4	1961	1677	0	0	6	35
1992	04	15	BR	FI	3	1	F		2	1963	1617	0	0	6	48
1992	04	30	UY	BR	1	0	F		11	1854	1952	0	−1	14	7
1992	05	17	EN	BR	1	1	F		-4	2002	1956	0	+1	2	6
1992	07	31	BR	MX	5	0	FRC	US	20	1976	1814	+1	−3	5	20
1992	08	02	US	BR	0	1	FRC		-7	1666	1983	−1	+1	39	4
1992	08	26	FR	BR	0	2	F		-17	1922	2000	−1	+2	9	2
1992	09	23	BR	CR	4	2	F		1	2001	1583	0	0	2	62
1992	11	25	BR	UY	1	2	F		-16	1985	1883	−1	+2	3	13
1992	12	16	BR	DE	3	1	F		11	1996	1976	+1	−2	2	4
1993	02	18	AR	BR	1	1	ACT		-5	2024	2001	0	0	1	2
1993	03	17	BR	PL	2	2	F		-7	1994	1805	0	+1	3	19
1993	06	06	US	BR	0	2	USC		-8	1629	2002	−1	+1	44	2
1993	06	10	BR	DE	3	3	USC	US	0	2002	2002	0	0	2	2
1993	06	13	BR	EN	1	1	USC	US	-5	1997	1883	−1	+1	3	10
1993	06	18	BR	PE	0	0	CA	EC	-21	1976	1571	−1	+4	4	63
1993	06	21	CL	BR	3	2	CA	EC	39	1792	1937	+2	−3	25	7
1993	06	24	BR	PY	3	0	CA	EC	19	1956	1700	+2	−2	5	32
1993	06	27	AR	BR	1	1	CA	EC	-2	1987	1958	0	0	2	5
1993	07	14	BR	PY	2	0	F		3	1961	1667	0	−1	5	34
1993	07	18	EC	BR	0	0	WQ		9	1694	1952	+1	0	31	5
1993	07	25	BO	BR	2	0	WQ		47	1676	1905	+12	−4	32	9
1993	08	01	VE	BR	1	5	WQ		-5	1338	1910	−2	+1	117	8
1993	08	08	BR	MX	1	1	F		-3	1907	1890	−1	0	9	10
1993	08	15	UY	BR	1	1	WQ		1	1783	1906	0	0	24	8
1993	08	22	BR	EC	2	0	WQ		9	1915	1687	0	0	8	32
1993	08	29	BR	BO	6	0	WQ		14	1929	1715	0	0	8	30
1993	09	05	BR	VE	4	0	WQ		1	1930	1324	0	0	8	119
1993	09	19	BR	UY	2	0	WQ		14	1944	1802	+3	0	5	22
1993	11	17	DE	BR	2	1	F		5	2022	1939	0	+1	1	4
1993	12	16	MX	BR	0	1	F		-12	1891	1951	0	0	10	4
1994	03	23	BR	AR	2	0	F		10	1961	1918	0	−1	4	8
1994	05	04	BR	IS	3	0	F		2	1963	1578	0	0	4	61
1994	06	05	CA	BR	1	1	F		6	1604	1957	0	0	58	4
1994	06	08	BR	HN	8	2	F	US	4	1961	1537	0	−1	4	68
1994	06	12	BR	SV	4	0	F	US	3	1964	1512	0	0	4	75
1994	06	20	BR	RU	2	0	WC	US	33	1997	1834	0	−5	3	21
1994	06	24	BR	CM	3	0	WC	US	16	2013	1685	+2	−2	1	33
1994	06	28	BR	SE	1	1	WC	US	-7	2006	1933	0	+2	2	6
1994	07	04	US	BR	0	1	WC		-11	1635	2017	−4	0	47	2
1994	07	09	BR	NL	3	2	WC	US	28	2045	1968	+1	−1	1	4
1994	07	13	BR	SE	1	0	WC	US	22	2067	1925	0	−3	1	8
1994	07	17	BR	IT	0	0	WC	US	-4	2063	2030	0	0	1	2
1994	12	23	BR	YU	2	0	F		6	2069	1926	0	0	1	7
1995	02	22	BR	SK	5	0	F		2	2071	1667	0	0	1	33
1995	03	29	BR	HN	1	1	F		-10	2061	1540	0	+3	1	68
1995	05	17	IL	BR	1	2	F		-2	1614	2063	−1	0	51	1
1995	06	04	BR	SE	1	0	UMB	EN	7	2070	1856	0	−2	1	21
1995	06	06	BR	JP	3	0	UMB	EN	3	2073	1606	0	0	1	53
1995	06	11	EN	BR	1	3	UMB		-17	1862	2090	−3	0	17	1
1995	06	29	BR	PL	2	1	F		1	2091	1748	0	0	1	28
1995	07	07	BR	EC	1	0	CA	UY	4	2095	1656	0	−1	1	37
1995	07	10	BR	PE	2	0	CA	UY	4	2099	1606	0	−4	1	55
1995	07	13	BR	CO	3	0	CA	UY	21	2120	1880	0	−2	1	12
1995	07	17	AR	BR	2	2	CA	UY	17	1860	2103	+3	0	16	1
1995	07	20	BR	US	1	0	CA	UY	6	2109	1746	0	−1	1	30
1995	07	23	UY	BR	1	1	CA		10	1864	2099	+4	0	15	1
1995	08	09	JP	BR	1	5	F		-4	1624	2103	−2	0	47	1
1995	08	12	KR	BR	0	1	F		-2	1621	2105	0	0	48	1
1995	09	27	BR	RO	2	2	F		-7	2098	1907	0	0	1	8
1995	10	11	BR	UY	2	0	F		3	2101	1840	0	0	1	20
1995	11	08	AR	BR	0	1	CFA		-9	1845	2110	−2	0	18	1
1995	12	20	BR	CO	3	1	F		4	2114	1856	0	0	1	15
1996	01	12	BR	CA	4	1	CCH	US	5	2119	1620	0	−1	1	48
1996	01	14	BR	HN	5	0	CCH	US	4	2123	1551	0	0	1	65
1996	01	18	US	BR	0	1	CCH		-8	1727	2131	0	0	29	1
1996	01	21	MX	BR	2	0	CCH	US	65	1869	2066	+10	0	13	1
1996	03	27	BR	GH	8	2	F		2	2068	1665	0	0	1	40
1996	04	24	ZA	BR	2	3	NMC		-6	1727	2074	0	0	29	1
1996	05	22	BR	HR	1	1	F		-7	2067	1907	0	+1	1	10
1996	06	26	BR	PL	3	1	F		2	2069	1661	0	0	2	39
1996	08	28	RU	BR	2	2	F		2	1888	2067	+1	0	13	2
1996	08	31	NL	BR	2	2	F		2	1908	2065	+1	0	10	2
1996	10	16	BR	LT	3	1	F		1	2066	1481	0	−1	2	82
1996	11	13	BR	CM	2	0	F		1	2067	1577	0	0	2	61
1996	12	18	BR	BA	1	0	F		1	2068	1604	0	0	2	54
1997	02	26	BR	PL	4	2	F		2	2070	1669	0	0	2	39
1997	04	02	BR	CL	4	0	F		3	2073	1725	0	+1	2	28
1997	04	30	BR	MX	4	0	F	US	7	2080	1811	0	−1	2	20
1997	05	30	NO	BR	4	2	F		22	1831	2058	+4	0	17	2
1997	06	03	FR	BR	1	1	FT		-3	2035	2061	0	0	3	2
1997	06	08	BR	IT	3	3	FT	FR	-4	2057	1976	0	0	2	7
1997	06	10	BR	EN	1	0	FT	FR	13	2070	1996	0	0	2	5
1997	06	13	BR	CR	5	0	CA	BO	8	2078	1634	+1	0	1	46
1997	06	16	BR	MX	3	2	CA	BO	10	2088	1836	0	0	1	16
1997	06	19	BR	CO	2	0	CA	BO	14	2102	1816	0	−3	1	21
1997	06	22	BR	PY	2	0	CA	BO	13	2115	1810	0	−3	1	20
1997	06	26	BR	PE	7	0	CA	BO	10	2125	1705	0	−2	1	34
1997	06	29	BO	BR	1	3	CA		-16	1782	2141	−4	0	26	1
1997	08	10	KR	BR	1	2	F		-2	1667	2143	0	0	43	1
1997	08	13	JP	BR	0	3	F		-5	1719	2148	−1	0	31	1
1997	09	10	BR	EC	4	2	F		2	2150	1776	0	0	1	23
1997	10	09	BR	MA	2	0	F		1	2151	1736	0	0	1	30
1997	11	11	BR	WA	3	0	F		1	2152	1574	0	0	1	59
1997	12	07	ZA	BR	1	2	F		-3	1716	2155	0	0	36	1
1997	12	12	SA	BR	0	3	CC		-8	1647	2163	0	0	46	1
1997	12	14	AU	BR	0	0	CC	SA	18	1876	2145	+2	0	13	1
1997	12	16	BR	MX	3	2	CC	SA	6	2151	1790	0	−1	1	22
1997	12	19	BR	CZ	2	0	CC	SA	12	2163	1847	0	−2	1	16
1997	12	21	BR	AU	6	0	CC	SA	16	2179	1845	0	−2	1	16
1998	02	03	BR	JM	0	0	CCH	US	-23	2156	1660	0	+3	1	45
1998	02	05	BR	GT	1	1	CCH	US	-23	2133	1581	0	+4	1	57
1998	02	08	BR	SV	4	0	CCH	US	3	2136	1518	0	0	1	73
1998	02	10	US	BR	1	0	CCH		42	1793	2094	+8	0	22	1
1998	02	15	BR	JM	1	0	CCH	US	4	2098	1679	0	−1	1	41
1998	03	25	DE	BR	1	2	F		-12	2062	2110	0	0	2	1
1998	04	29	BR	AR	0	1	F		-18	2092	1878	0	+4	1	12
1998	06	03	BR	AD	3	0	F	FR	0	2092	1067	0	0	1	178
1998	06	10	BR	SQ	2	1	WC	FR	8	2100	1768	0	0	1	24
1998	06	16	BR	MA	3	0	WC	FR	12	2112	1729	0	−1	1	31
1998	06	23	NO	BR	2	1	WC	FR	48	1927	2064	+2	0	11	1
1998	06	27	BR	CL	4	1	WC	FR	17	2081	1761	+1	0	1	23
1998	07	03	BR	DK	3	2	WC	FR	16	2097	1882	+1	−2	1	14
1998	07	07	BR	NL	1	1	WC	FR	-6	2091	2030	0	+1	1	2
1998	07	12	FR	BR	3	0	WC		45	2089	2046	+1	−1	1	2
1998	09	23	BR	YU	1	1	F		-5	2041	1959	0	0	2	8
1998	10	14	BR	EC	5	1	F	US	6	2047	1753	0	−1	2	24
1998	11	18	BR	RU	5	1	F		4	2051	1779	0	0	2	20
1999	03	28	KR	BR	1	0	F		16	1736	2035	+5	0	31	2
1999	03	31	JP	BR	0	2	F		-5	1640	2040	−2	0	52	2
1999	06	05	BR	NL	2	2	F		-5	2035	1974	0	0	2	5
1999	06	08	BR	NL	3	1	F		9	2044	1965	+1	0	1	5
1999	06	26	BR	LV	3	0	F		1	2045	1461	0	−1	1	87
1999	06	30	BR	VE	7	0	CA	PY	3	2048	1417	0	0	1	102
1999	07	03	BR	MX	2	1	CA	PY	14	2062	1875	0	−1	1	16
1999	07	06	BR	CL	1	0	CA	PY	7	2069	1747	0	−2	1	28
1999	07	11	BR	AR	2	1	CA	PY	14	2083	1888	0	−2	1	14
1999	07	14	BR	MX	2	0	CA	PY	17	2100	1853	0	0	1	16
1999	07	18	BR	UY	3	0	CA	PY	11	2111	1744	0	−3	1	29
1999	07	24	BR	DE	4	0	CC	MX	26	2137	1919	0	−3	1	9
1999	07	28	BR	US	1	0	CC	MX	5	2142	1743	0	−2	1	30
1999	07	30	BR	NZ	2	0	CC	MX	2	2144	1506	0	−1	1	76
1999	08	01	BR	SA	8	2	CC	MX	9	2153	1724	0	0	1	32
1999	08	04	MX	BR	4	3	CC		36	1928	2117	+6	0	7	1
1999	09	04	AR	BR	2	0	ZHC		30	1918	2087	+4	0	10	1
1999	09	07	BR	AR	4	2	ZHC		8	2095	1910	0	−1	1	11
1999	10	09	NL	BR	2	2	F		1	1958	2094	+1	0	4	1
1999	11	13	ES	BR	0	0	F		-1	2029	2095	0	0	3	1
2000	02	23	TH	BR	0	7	KNG		-3	1460	2098	−1	0	88	1
2000	03	28	CO	BR	0	0	WQ		13	1755	2085	+4	0	23	1
2000	04	26	BR	EC	3	2	WQ		2	2087	1675	0	0	1	43
2000	05	23	WA	BR	0	3	F		-3	1556	2090	−1	0	63	1
2000	05	27	EN	BR	1	1	F		2	1908	2088	+2	0	10	1
2000	06	04	PE	BR	0	1	WQ		-8	1749	2096	−1	0	25	1
2000	06	28	BR	UY	1	1	WQ		-17	2079	1762	−1	+3	2	26
2000	07	18	PY	BR	2	1	WQ		31	1804	2048	+2	0	19	2
2000	07	26	BR	AR	3	1	WQ		17	2065	1969	0	−1	2	7
2000	08	15	CL	BR	3	0	WQ		56	1775	2009	+12	−2	22	4
2000	09	03	BR	BO	5	0	WQ		4	2013	1573	+1	0	3	61
2000	10	08	VE	BR	0	6	WQ		-5	1425	2018	0	0	95	3
2000	11	15	BR	CO	1	0	WQ		5	2023	1767	0	−2	2	25
2001	03	03	US	BR	1	2	F		-7	1812	2030	0	0	17	2
2001	03	07	MX	BR	3	3	F		4	1771	2026	+3	0	25	2
2001	03	28	EC	BR	1	0	WQ		32	1724	1994	+8	−3	34	6
2001	04	25	BR	PE	1	1	WQ		-16	1978	1712	0	+4	6	36
2001	05	31	BR	CM	2	0	CC	JP	13	1991	1694	0	−2	6	39
2001	06	02	BR	CA	0	0	CC	JP	-20	1971	1638	0	+2	6	53
2001	06	04	JP	BR	0	0	CC		4	1825	1967	+1	0	20	6
2001	06	07	FR	BR	2	1	CC	KR	16	2118	1951	0	−1	1	7
2001	06	09	AU	BR	1	0	CC	KR	34	1848	1917	+6	0	15	7
2001	07	01	UY	BR	1	0	WQ		23	1794	1894	+2	−2	25	9
2001	07	12	MX	BR	1	0	CA	CO	39	1723	1855	+10	−5	32	14
2001	07	15	BR	PE	2	0	CA	CO	22	1877	1678	+3	−4	11	43
2001	07	18	BR	PY	3	1	CA	CO	34	1911	1812	+3	−6	8	21
2001	07	23	HN	BR	2	0	CA	CO	56	1777	1855	+6	−6	27	14
2001	08	09	BR	PA	5	0	F		2	1857	1397	+1	−1	14	106
2001	08	15	BR	PY	2	0	WQ		18	1875	1794	+1	−3	13	24
2001	09	05	AR	BR	2	1	WQ		8	2037	1867	0	−2	2	12
2001	10	07	BR	CL	2	0	WQ		7	1874	1604	+1	−2	10	55
2001	11	07	BO	BR	3	1	WQ		50	1553	1824	+14	−10	64	20
2001	11	14	BR	VE	3	0	WQ		9	1833	1572	+2	−1	18	61
2002	01	31	BR	BO	6	0	F		5	1838	1558	+2	0	15	62
2002	02	06	SA	BR	0	1	F		-9	1708	1847	−1	0	39	15
2002	03	07	BR	IS	6	1	F		5	1852	1591	0	−1	15	57
2002	03	27	BR	YU	1	0	F		7	1859	1837	+1	0	14	16
2002	04	17	PT	BR	1	1	F		-6	1973	1865	0	0	5	14
2002	05	25	MY	BR	0	4	F		-2	1275	1867	0	0	140	12
2002	06	03	BR	TR	2	1	WC	KR	21	1888	1735	+4	−5	9	33
2002	06	08	BR	CN	4	0	WC	KR	24	1912	1637	+2	−5	8	50
2002	06	13	BR	CR	5	2	WC	KR	35	1947	1753	+3	−6	7	32
2002	06	17	BR	BE	2	0	WC	JP	33	1980	1822	+3	−4	5	20
2002	06	21	BR	EN	2	1	WC	JP	31	2011	1962	+4	−3	1	6
2002	06	26	BR	TR	1	0	WC	JP	17	2028	1834	0	−2	1	16
2002	06	30	BR	DE	2	0	WC	JP	42	2070	1960	0	−3	1	6
2002	08	21	BR	PY	0	1	F		-18	2052	1753	0	+5	1	32
2002	11	20	KR	BR	2	3	F		-5	1768	2057	0	0	29	1
2003	02	12	CN	BR	0	0	F		8	1613	2049	+1	−1	54	2
2003	03	29	PT	BR	2	1	F		11	1931	2038	+1	0	7	2
2003	04	30	MX	BR	0	0	F		3	1836	2035	+2	0	15	2
2003	06	11	NG	BR	0	3	F		-10	1757	2045	−3	+1	29	1
2003	06	19	CM	BR	1	0	CC	FR	42	1789	2003	+9	−2	22	3
2003	06	21	BR	US	1	0	CC	FR	13	2016	1804	0	−1	3	20
2003	06	23	BR	TR	2	2	CC	FR	-10	2006	1875	0	+2	3	12
2003	07	13	MX	BR	1	0	CCH		31	1853	1975	+3	−1	14	4
2003	07	15	BR	HN	2	1	CCH	MX	8	1983	1670	0	−2	4	45
2003	07	19	BR	CO	2	0	CCH	US	21	2004	1793	0	−1	4	21
2003	07	23	US	BR	1	2	CCH		-20	1818	2024	−2	+1	19	3
2003	07	27	MX	BR	1	0	CCH		29	1899	1995	+3	−1	11	4
2003	09	07	CO	BR	1	2	WQ		-14	1776	2009	−5	0	25	4
2003	09	10	BR	EC	1	0	WQ		4	2013	1739	0	−2	4	31
2003	10	12	BR	JM	1	0	F	EN	2	2015	1588	+1	−1	3	61
2003	11	16	PE	BR	1	1	WQ		12	1682	2003	+3	0	41	3
2003	11	19	BR	UY	3	3	WQ		-13	1990	1860	−1	+2	4	12
2004	02	18	IE	BR	0	0	F		2	1835	1988	+1	−1	14	5
2004	03	31	PY	BR	0	0	WQ		5	1797	1983	+3	0	20	5
2004	04	28	HU	BR	1	4	F		-5	1551	1988	−2	0	70	5
2004	05	20	FR	BR	0	0	F		-5	2054	1993	0	0	1	5
2004	06	02	BR	AR	3	1	WQ		24	2017	2002	+2	−2	2	4
2004	06	06	CL	BR	1	1	WQ		11	1704	2006	+2	−1	37	3
2004	07	08	BR	CL	1	0	CA	PE	7	2013	1697	0	0	2	35
2004	07	11	BR	CR	4	1	CA	PE	12	2025	1675	+1	−6	1	43
2004	07	14	PY	BR	2	1	CA	PE	39	1835	1986	+4	−2	19	3
2004	07	18	BR	MX	4	0	CA	PE	34	2020	1856	+1	−4	2	14
2004	07	21	BR	UY	1	1	CA	PE	-15	2005	1785	−1	+1	3	27
2004	07	25	AR	BR	2	2	CA	PE	0	2010	2005	0	0	2	3
2004	08	18	HT	BR	0	6	F		-3	1452	2008	−3	0	96	3
2004	09	05	BR	BO	3	1	WQ		3	2011	1577	0	0	2	65
2004	09	08	DE	BR	1	1	F		2	1853	2009	0	0	15	2
2004	10	09	VE	BR	2	5	WQ		-11	1613	2020	−2	0	59	2
2004	10	13	BR	CO	0	0	WQ		-15	2005	1795	0	+2	2	26
2004	11	17	EC	BR	1	0	WQ		33	1668	1972	+7	−3	44	5
2005	02	09	HK	BR	1	7	CBG		-1	1209	1973	−1	+1	153	4
2005	03	27	BR	PE	1	0	WQ		4	1977	1678	+1	−2	3	44
2005	03	30	UY	BR	1	1	WQ		4	1819	1973	−1	−1	20	4
2005	04	27	BR	GT	3	0	F		2	1975	1593	0	0	4	64
2005	06	05	BR	PY	4	1	WQ		9	1984	1734	+1	0	4	32
2005	06	08	AR	BR	3	1	WQ		21	2009	1963	+2	−1	1	5
2005	06	16	BR	GR	3	0	CC	DE	33	1996	1846	+1	−3	4	16
2005	06	19	MX	BR	1	0	CC	DE	30	1959	1966	+2	−1	6	5
2005	06	22	BR	JP	2	2	CC	DE	-10	1956	1829	0	+2	5	18
2005	06	25	DE	BR	2	3	CC		-29	1883	1985	−3	0	12	5
2005	06	29	BR	AR	4	1	CC	DE	49	2034	1974	+4	−4	1	5
2005	08	17	HR	BR	1	1	F		2	1872	2032	0	0	13	1
2005	09	04	BR	CL	5	0	WQ		5	2037	1673	0	−2	1	46
2005	10	09	BO	BR	1	1	WQ		16	1578	2021	+2	−1	64	2
2005	10	12	BR	VE	3	0	WQ		3	2024	1605	+1	+1	1	57
2005	11	12	AE	BR	0	8	F		-3	1440	2027	0	0	97	1
2006	03	01	RU	BR	0	1	F		-5	1751	2032	−1	0	34	1
2006	06	04	BR	NZ	4	0	F	CH	2	2034	1515	0	0	1	75
